,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
6614,1851,ACTIVE,TOYOTA,PRIUS,2015.0,BLUE/WHITE,Hybrid,N,ABEBA CORP,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,1851Taxi
6621,3381,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,UNIVERSITY TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3381Taxi
6625,2962,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,STOLI CAB CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2962Taxi
6627,918,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP I,2945 W. PETERSON AVE.,CHICAGO,IL,60659.0,Top Cab Association,Top Cab Corp.,918Taxi
6631,3846,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3846Taxi
6633,5342,ACTIVE,TOYOTA,RAV4,2017.0,WHITE,Hybrid,N,AKEEM B ALI,6629 N. CALIFORNIA AVE.,CHICAGO,IL,60645.0,City Service Taxi Association,Owner-Operator,5342Taxi
6635,384,ACTIVE,TOYOTA,RAV4,2018.0,WHITE,Hybrid,N,MASHAALLAH HNZ CORP,3353 W. HOLLYWOOD AVE.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,384Taxi
6640,3519,ACTIVE,TOYOTA,RAV4,2018.0,WHITE,Hybrid,N,GHOUSIA ONE INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,3519Taxi
6641,669,ACTIVE,TOYOTA,PRIUS,2016.0,BLUE/WHITE,Hybrid,N,BLESS TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,669Taxi
6642,6942,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ARASH CAB LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,6942Taxi
6644,5417,ACTIVE,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,KAPO TAXI CORP,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5417Taxi
6645,5535,REVOKED,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,NABI & TAGOR TRANSPORTATION INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,5535Taxi
6654,5581,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Chicago Taxicab Management Inc.,5581Taxi
6655,4030,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,TAXI FOR LESS INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,4030Taxi
6656,3684,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,MOHAMMED AZIZ AHMED,4601 W. 82ND ST.,CHICAGO,IL,60652.0,DIS-AFFILIATED,Owner-Operator,3684Taxi
6657,1663,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,STEFANIE AND ANDREW CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1663Taxi
6658,3616,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,USMAN CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,3616Taxi
6661,5943,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,DUZO CAB CORPORATION,6550 N. CLARK ST.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,5943Taxi
6662,670,VIOLATION,TOYOTA,PRIUS,2015.0,GREEN,Hybrid,N,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",670Taxi
6663,6695,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,PARIKH ENTERPRISES III INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,6695Taxi
6664,1713,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,NKEM TRANSPORT ENTERPRISES INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1713Taxi
6665,1720,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,KASHIF INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1720Taxi
6666,5689,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,GLTI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,5689Taxi
6678,2197,ACTIVE,TOYOTA,CAMRY,2011.0,WHITE/BLACK/STRIPES,Hybrid,N,BERHANE HABTEMARIAM TAXI CO.,1457 W. VICTORIA ST.,CHICAGO,IL,60660.0,Independent1,Owner-Operator,2197Taxi
6681,5094,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,PAIK CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5094Taxi
6682,6389,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,ZW CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6389Taxi
6683,6832,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,FILE ZANI CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,6832Taxi
6684,1177,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUPLLC SERIESXXII,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,1177Taxi
6690,1505,VIOLATION,FORD,ESCAPE,2010.0,WHITE,Hybrid,N,GLTI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1505Taxi
6705,6326,FORECLOSURE,FORD,ESCAPE,2012.0,GREEN,Hybrid,N,"NICKI & EMMY, INC.",6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6326Taxi
6708,6540,ACTIVE,TOYOTA,RAV4,2019.0,WHITE,Hybrid,N,RUFTAY INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,6540Taxi
6710,6460,ACTIVE,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,FARHAN TRANSPORTATION INC.,6304 N. CLARK ST.,CHICAGO,IL,60660.0,Flash Cab Co,Owner Manager,6460Taxi
6712,5796,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,"USHALE TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5796Taxi
6717,487,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,487Taxi
6718,5334,ACTIVE,TOYOTA,CAMRY,2013.0,YELLOW,Hybrid,N,K. R. I. ENT INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5334Taxi
6719,2788,FORECLOSURE,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,"NICKI & EMMY, INC.",6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",2788Taxi
6720,3784,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3784Taxi
6721,6106,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SCOTT F MADSON,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6106Taxi
6723,428,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,MCCAB VII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",428Taxi
6724,2424,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,TAXI MEDALLION GROUP LLC-SERIES XVI,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,2424Taxi
6726,1015,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,NECT 40 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1015Taxi
6729,2990,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,DILAN CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,2990Taxi
6730,6055,ACTIVE,TOYOTA,CAMRY,2019.0,WHITE,Hybrid,N,MMTS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,6055Taxi
6736,2998,REVOKED,FORD,C-MAX,2013.0,WHITE,Hybrid,N,SCUBA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2998Taxi
6738,2190,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,3RD AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2190Taxi
6740,598,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,WOLF PACK TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,598Taxi
6741,6591,SURRENDER,TOYOTA,CAMRY,2013.0,YELLOW,Hybrid,N,AL MAZA CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,6591Taxi
6742,2169,ACTIVE,TOYOTA,PRIUS,2014.0,GRAY/WHITE,Hybrid,N,KIMBERLY TAXI CO,7405 N. WESTERN AVE.,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner Manager,2169Taxi
6745,1246,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,MK TAXI INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1246Taxi
6746,2653,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,MOONLIGHT TAXI SERVICE INC,3005 W. FARGO AVE.,CHICAGO,IL,60645.0,Flash Cab Co,Owner Manager,2653Taxi
6747,4842,ACTIVE,TOYOTA,PRIUS,2011.0,WHITE/RED/STRIPES,Hybrid,N,INACIO CORP.,3617 W. PALMER ST.,CHICAGO,IL,60647.0,Independent2,Owner-Operator,4842Taxi
6749,4816,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,"AULFATA TRANS, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,4816Taxi
6752,6285,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,AGEAN TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,6285Taxi
6755,5644,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,"LINCOLNSHIRE SERVICE II, CORP.",3801 N. ELSTON AVE.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,5644Taxi
6756,3377,VIOLATION,FORD,C-MAX,2015.0,WHITE,Hybrid,N,JERSEY SHORE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3377Taxi
6757,2008,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,MONJI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2008Taxi
6758,6784,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,BEST CAB CORP,2738 W. FULTON ST.,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,6784Taxi
6761,4396,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,LILLY CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4396Taxi
6763,3111,VIOLATION,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,JIFFY CAB CO.,4554 N. BROADWAY AVE.,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,3111Taxi
6764,6753,ACTIVE,TOYOTA,CAMRY,2017.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC-SERIES 37,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6753Taxi
6767,3934,SURRENDER,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,NECT 28 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3934Taxi
6768,6198,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,DAHLAK CORP,5416 N. BROADWAY ST.,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,6198Taxi
6770,362,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,MAY TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,362Taxi
6771,3278,ACTIVE,TOYOTA,CAMRY,2014.0,GRAY/WHITE,Hybrid,N,"LIYA TRANS, INC.",7405 N. WESTERN AVE.,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,3278Taxi
6772,642,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,642Taxi
6776,2671,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,2671Taxi
6783,373,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,TAJ MAHAL CAB CO,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner-Operator,373Taxi
6786,101,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,J.B. 'S TAXI INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",101Taxi
6787,18,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,TAXI LEASING MGMT CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,18Taxi
6789,5231,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,OSAS CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5231Taxi
6791,5930,VIOLATION,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,REX 2 INC.,6500 W. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5930Taxi
6793,6602,ACTIVE,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,EMMY INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6602Taxi
6795,3853,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,DADA EXPRESS INC II,4118 W. LAWRENCE,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,3853Taxi
6796,3413,VIOLATION,FORD,FUSION,2014.0,WHITE,Hybrid,N,BROTHERS CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3413Taxi
6802,232,VIOLATION,TOYOTA,PRIUS,2016.0,WHITE,Hybrid,N,BABY CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,232Taxi
6808,5572,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,C & Z CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,5572Taxi
6813,3914,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,NEW AMSTERDAM LEASING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3914Taxi
6816,1765,ACTIVE,TOYOTA,SIENNA,2021.0,GREEN,Hybrid,Y,J & B CAB CO,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,Owner-Operator,1765Taxi
6817,6639,ACTIVE,TOYOTA,PRIUS,2016.0,SILVER,Hybrid,N,DIAMOND JUBILEE ENT INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent2,Owner-Operator,6639Taxi
6820,3530,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3530Taxi
6822,5403,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,NEW MILLENIUM TAXICAB INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5403Taxi
6827,1624,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ASCEND INVESTMENTS INCORPORATED,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1624Taxi
6828,834,SURRENDER,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,LENA JOHN CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,834Taxi
6832,6373,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,BISHU CAB CO,5416 N. BROADWAY,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner-Operator,6373Taxi
6835,1722,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,RKJ CAB CO,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1722Taxi
6838,4565,ACTIVE,TOYOTA,RAV4,2023.0,BLACK,Hybrid,N,AAM CAB INC,7200 N. RIDGE BLVD.,CHICAGO,IL,60645.0,Independent1,Owner-Operator,4565Taxi
6839,2728,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SRS CAB INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,2728Taxi
6841,181,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,MAVANI'S CAB CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,181Taxi
6845,6594,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,EMPIRE TAXI INCORPORATED,2738 W. FULTON ST.,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,6594Taxi
6847,5362,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP,LLC SERIES VI",4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5362Taxi
6848,1020,SURRENDER,TOYOTA,CAMRY,2020.0,BLACK,Hybrid,N,NTL RELAX INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Independent1,Owner-Operator,1020Taxi
6850,5883,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE/RED,Hybrid,N,ARBERIA CAB CO,5851 N. ELSTON AVE.,CHICAGO,IL,60646.0,Independent2,Owner-Operator,5883Taxi
6851,3688,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,ENETOCHKA TAXI INC,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3688Taxi
6852,4745,ACTIVE,TOYOTA,RAV4,2017.0,WHITE,Hybrid,N,FRONT LINE TAXI INCORPORATED,4640 N. SHERIDAN RD.,CHICAGO,IL,60640.0,Independent1,Owner Manager,4745Taxi
6856,6567,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,J J B B INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6567Taxi
6857,574,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO V, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,574Taxi
6859,3003,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,"MARK 08, INC",920 W. LAKESIDE PL.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,3003Taxi
6861,3807,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,FAST CAB COMPANY,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3807Taxi
6862,4169,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,DENBENA INC,6550 N. CLARK ST.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,4169Taxi
6872,6691,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6691Taxi
6875,3229,SURRENDER,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,3229 TAXI CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,3229Taxi
6876,1268,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,CHICAGO SEVEN CAB INC,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1268Taxi
6877,6248,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,ROOPINDER CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6248Taxi
6885,5153,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,COLLINS HACKING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5153Taxi
6886,2556,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,IKRAM CAB CO,850 W. EASTWOOD AVE.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,2556Taxi
6887,3801,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,3RD AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3801Taxi
6891,2442,SURRENDER,TOYOTA,PRIUS,2019.0,WHITE,Hybrid,N,KACY'S CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,2442Taxi
6895,2627,SURRENDER,TOYOTA,PRIUS,2015.0,BLUE,Hybrid,N,HUDSON CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,2627Taxi
6900,6872,VIOLATION,FORD,ESCAPE,2012.0,GREEN,Hybrid,N,ARIES TAXI CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6872Taxi
6902,1357,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,CHICAGO SEVEN INC,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1357Taxi
6903,1272,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SINGH TAXI CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1272Taxi
6905,6351,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SALIFOU CAB INC.,6550 N. CLARK ST.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,6351Taxi
6911,6251,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,TAHIR'S CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6251Taxi
6916,2994,ACTIVE,TOYOTA,CAMRY,2018.0,WHITE/BLACK/STRIPES,Hybrid,N,ADMANE TRANS INC,5541 N. LUNA AVE.,CHICAGO,IL,60630.0,Independent1,Owner-Operator,2994Taxi
6917,3349,SURRENDER,FORD,C-MAX,2013.0,BLUE,Hybrid,N,GREENWICH TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Owner Manager,3349Taxi
6918,6058,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,MEMON EXPRESS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6058Taxi
6921,65,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,JUNE TAXI INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,65Taxi
6924,937,SURRENDER,TOYOTA,CAMRY,2020.0,WHITE,Hybrid,N,CHAKNAT TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,937Taxi
6926,2058,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,FARHAT TRANS INC,6304 N. CLARK ST.,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,2058Taxi
